student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20240068,93,97,100.0,56,59,55.0,43.0,93.0,43.0,54.0,86,97.0,92.0,61.0,43.0,99.0,,42.0,,,,,,45,92.0,79.0,,,,,,
20240069,45,69,,80,40,,,100.0,,,85,,96.0,,51.0,,69.0,,83.0,,,,,50,47.0,,,,,,,
20240070,93,81,93.0,77,99,78.0,,,,,50,72.0,48.0,,,,,,,,,,,51,93.0,58.0,64.0,,,,,
20240071,86,95,,90,80,97.0,79.0,,,,62,67.0,81.0,,44.0,,75.0,49.0,,,,,,66,,,,,,,,
20240072,77,48,58.0,50,90,51.0,,86.0,100.0,,84,85.0,,,96.0,89.0,,73.0,,,,,,76,75.0,64.0,,,,,,
20240073,66,60,,97,56,54.0,89.0,66.0,77.0,89.0,95,92.0,87.0,50.0,42.0,,,92.0,,,,,,69,77.0,65.0,,,,,,
20240074,94,99,80.0,64,67,44.0,68.0,82.0,43.0,,58,43.0,43.0,72.0,74.0,,47.0,58.0,57.0,59.0,,75.0,,44,72.0,87.0,95.0,91.0,,,45.0,
20240075,67,48,75.0,68,71,100.0,64.0,95.0,83.0,61.0,41,51.0,65.0,98.0,54.0,,,50.0,,53.0,62.0,,,54,44.0,58.0,71.0,,,,,
20240076,53,90,46.0,61,100,60.0,88.0,59.0,80.0,87.0,57,53.0,53.0,65.0,99.0,,84.0,100.0,,,,,,71,97.0,91.0,,,,,,
20240077,60,62,66.0,48,44,80.0,96.0,,92.0,,71,54.0,,,79.0,,88.0,86.0,41.0,100.0,80.0,,,99,91.0,43.0,49.0,,86.0,,,
20240078,55,51,,60,88,,41.0,51.0,98.0,,62,89.0,57.0,97.0,94.0,,,73.0,,88.0,,,,59,,40.0,,,,,,
20240079,53,43,41.0,87,100,79.0,59.0,81.0,74.0,,52,71.0,,,50.0,,,92.0,,76.0,,,,98,55.0,56.0,,,83.0,,,
20240080,56,64,97.0,84,96,89.0,71.0,53.0,56.0,86.0,45,50.0,,,,,,56.0,,,,,,50,,76.0,,,,85.0,,
20240081,81,52,,76,58,,81.0,96.0,99.0,,61,99.0,69.0,66.0,,,,67.0,,,,,,56,98.0,59.0,,,,,,
20240082,77,93,58.0,100,68,,44.0,56.0,51.0,,91,50.0,45.0,,57.0,,,,,,,,,48,84.0,,,,,,,
20240083,84,72,96.0,56,85,73.0,89.0,80.0,58.0,,55,99.0,51.0,,48.0,,,66.0,,56.0,,,,69,90.0,41.0,,,,,,
20240084,60,49,53.0,41,49,54.0,70.0,69.0,79.0,63.0,95,99.0,41.0,73.0,55.0,61.0,,66.0,86.0,47.0,51.0,,,50,93.0,72.0,,,95.0,,97.0,
20240085,42,58,50.0,40,89,53.0,96.0,82.0,76.0,56.0,66,98.0,48.0,43.0,53.0,58.0,89.0,74.0,42.0,,,,,52,100.0,47.0,100.0,,,86.0,,
20240086,83,44,50.0,65,48,,100.0,50.0,91.0,90.0,66,49.0,82.0,44.0,,,,,,49.0,57.0,,,84,,97.0,,,,,,
20240087,94,80,41.0,48,78,92.0,,,54.0,,49,58.0,,,,,,56.0,,,,,,94,70.0,,94.0,,,,,
20240088,63,50,58.0,95,58,,,61.0,93.0,,57,49.0,82.0,,,,,41.0,,,,,,95,69.0,,,,,,,
20240089,78,76,77.0,76,42,,51.0,63.0,79.0,,80,54.0,,,83.0,,,45.0,,,,,,68,58.0,53.0,,,,78.0,,
20240090,64,87,,64,62,59.0,,,88.0,,93,82.0,60.0,,,,,,,,,,,48,85.0,47.0,,,,,,
20240091,70,86,79.0,85,68,73.0,53.0,50.0,80.0,97.0,49,51.0,88.0,,59.0,49.0,,75.0,,,,,,56,87.0,80.0,,,,,,
20240092,45,65,53.0,46,85,,98.0,67.0,,,55,65.0,48.0,71.0,,,,58.0,,,,,,64,,85.0,,,,,,
20240093,76,89,63.0,43,89,,,69.0,100.0,,52,,82.0,,68.0,,,,,,,,,45,54.0,,84.0,,,,,
20240094,72,92,,59,67,,,75.0,,,93,,55.0,,,,,72.0,,,,,,87,62.0,94.0,100.0,,,,,
20240095,54,80,,59,78,,48.0,98.0,,,48,63.0,87.0,,,,,61.0,,42.0,,,,79,,72.0,,,84.0,,,
20240096,71,76,50.0,96,50,,75.0,82.0,,,58,86.0,,,,,,,,,,,,68,98.0,,,,,42.0,,
20240097,57,76,,67,76,55.0,,64.0,,,81,,57.0,94.0,62.0,,,,,,,,,69,55.0,47.0,,,,72.0,,
20240098,75,89,55.0,52,99,63.0,44.0,72.0,52.0,77.0,78,55.0,76.0,52.0,95.0,44.0,55.0,83.0,,,,,,40,51.0,100.0,,,,,,
20240099,97,51,72.0,57,98,62.0,83.0,93.0,41.0,,55,50.0,41.0,,96.0,,91.0,94.0,48.0,,,,,98,98.0,48.0,,,,,,
20240100,55,64,55.0,71,61,43.0,45.0,100.0,76.0,,90,96.0,45.0,99.0,51.0,,56.0,54.0,86.0,66.0,,,,61,40.0,69.0,,,,,,
20240101,76,72,,73,90,97.0,62.0,58.0,74.0,,81,45.0,,,92.0,84.0,69.0,66.0,74.0,45.0,,,,42,88.0,,,,,,,
20240102,99,40,49.0,50,82,79.0,88.0,43.0,100.0,,95,64.0,95.0,,,,,94.0,,,,,,84,,60.0,,,,,,
20240103,68,63,69.0,87,99,91.0,79.0,,94.0,87.0,99,62.0,61.0,83.0,100.0,61.0,,50.0,,45.0,51.0,,,41,63.0,93.0,,,44.0,,,
20240104,95,83,53.0,99,80,41.0,,84.0,78.0,73.0,72,88.0,78.0,,48.0,,,63.0,,,,,,40,43.0,67.0,78.0,,,,,
20240105,91,78,79.0,80,81,40.0,81.0,49.0,89.0,,74,49.0,55.0,70.0,45.0,,89.0,83.0,,45.0,84.0,44.0,,77,40.0,90.0,,56.0,,87.0,56.0,
20240106,88,74,,42,81,87.0,78.0,56.0,100.0,,60,,,,94.0,40.0,,74.0,,47.0,,,,93,83.0,,44.0,,,68.0,,
20240107,65,58,52.0,77,41,,98.0,,,,42,49.0,,,66.0,50.0,,92.0,,,,,,91,86.0,,,,,,,
20240108,96,91,95.0,46,56,58.0,52.0,87.0,73.0,80.0,87,86.0,91.0,65.0,93.0,67.0,,71.0,,,,,,75,85.0,73.0,57.0,,,,,
20240109,82,86,,92,68,61.0,,,93.0,94.0,92,96.0,,,58.0,,,,42.0,,,,,99,,100.0,,,,,,
20240110,89,52,90.0,87,100,82.0,99.0,79.0,52.0,,73,,,,,,,89.0,,,,,,80,,99.0,,,,52.0,,
20240111,76,47,67.0,72,70,68.0,85.0,52.0,52.0,86.0,78,66.0,84.0,62.0,55.0,81.0,,71.0,,,,,,58,71.0,43.0,,,,56.0,,
20240112,46,64,58.0,61,64,65.0,75.0,,79.0,,87,99.0,87.0,68.0,42.0,,62.0,78.0,,,,,,43,,,,,,,,
20240113,84,99,44.0,73,46,77.0,,,52.0,,47,64.0,68.0,,55.0,76.0,,,,,,,,78,,75.0,,,,,,
20240114,84,78,,80,55,64.0,96.0,82.0,,,45,,,,96.0,50.0,88.0,,,,,,,68,64.0,75.0,,,,,,
20240115,46,89,99.0,70,54,66.0,53.0,72.0,98.0,64.0,83,64.0,92.0,42.0,72.0,63.0,56.0,95.0,97.0,,,,,94,78.0,71.0,,,,74.0,,
20240116,83,55,99.0,58,56,77.0,44.0,85.0,56.0,44.0,69,97.0,60.0,,94.0,,,85.0,,68.0,72.0,73.0,40.0,55,61.0,79.0,55.0,79.0,,,95.0,
20240117,46,99,67.0,42,50,62.0,76.0,64.0,42.0,,99,99.0,65.0,91.0,71.0,99.0,,46.0,,68.0,,,,45,58.0,50.0,94.0,,,,,
20240118,91,56,,85,75,95.0,86.0,68.0,92.0,,88,61.0,46.0,47.0,41.0,68.0,,,,,,,,75,72.0,85.0,,,,73.0,,
20240119,90,43,,57,90,41.0,65.0,80.0,97.0,,78,63.0,96.0,74.0,96.0,,,46.0,,70.0,,,,72,,64.0,,,,86.0,,
20240120,66,90,84.0,95,47,100.0,87.0,57.0,,,72,,90.0,64.0,,,,,,,,,,57,,,,,,,,
20240121,56,62,62.0,42,57,76.0,59.0,83.0,70.0,93.0,67,49.0,51.0,72.0,65.0,60.0,77.0,63.0,64.0,,,,,67,94.0,100.0,67.0,,,74.0,,
20240122,70,66,74.0,91,84,44.0,90.0,42.0,48.0,,58,89.0,57.0,76.0,59.0,,63.0,72.0,,,,,,47,77.0,84.0,,,,,,
20240123,89,79,82.0,84,96,52.0,61.0,78.0,46.0,73.0,99,40.0,74.0,93.0,93.0,,92.0,69.0,46.0,,,,,64,65.0,84.0,,,,,,
20240124,59,95,76.0,79,50,48.0,82.0,,70.0,,55,60.0,,,,,,,,,,,,56,95.0,,,,,,,
20240125,64,44,48.0,99,42,75.0,80.0,46.0,86.0,,81,51.0,52.0,,83.0,,,44.0,48.0,88.0,,,,83,67.0,,64.0,,,,,
20240126,47,52,84.0,43,57,,51.0,59.0,,,71,50.0,,,45.0,,,53.0,,,,,,43,85.0,90.0,,,,,,
20240127,51,54,,79,64,,73.0,87.0,63.0,,97,65.0,62.0,54.0,,,,80.0,,,,,,65,67.0,,,,,,,
20240128,60,46,64.0,40,53,76.0,,64.0,,,87,,89.0,71.0,80.0,,,,,,,,,58,94.0,49.0,,,,,,
20240129,99,40,72.0,88,70,54.0,59.0,45.0,65.0,85.0,65,41.0,49.0,60.0,41.0,82.0,,69.0,64.0,100.0,,58.0,,43,54.0,46.0,42.0,,,51.0,,
20240130,69,78,81.0,51,47,,70.0,43.0,53.0,100.0,68,55.0,82.0,80.0,70.0,,,73.0,,,,,,99,,56.0,,,,,,
20240131,43,48,76.0,66,56,87.0,53.0,67.0,76.0,,79,65.0,66.0,,47.0,,,44.0,59.0,,,,,86,76.0,42.0,67.0,,,68.0,,
20240132,43,51,96.0,63,86,,,77.0,42.0,,60,85.0,,,78.0,,,,,,,,,85,,60.0,,,,56.0,,
20240133,97,41,,77,63,45.0,84.0,64.0,,,70,91.0,86.0,,91.0,,,68.0,86.0,,,,,74,87.0,89.0,,,,,,
20240134,88,60,88.0,51,57,46.0,82.0,,44.0,40.0,72,65.0,63.0,42.0,42.0,59.0,,72.0,80.0,,,,,62,78.0,85.0,67.0,,,,,
20240135,62,56,60.0,71,50,99.0,53.0,66.0,42.0,,76,46.0,,,44.0,,,43.0,,,,,,93,,65.0,,,,72.0,,
20240136,46,86,84.0,75,93,72.0,,75.0,51.0,84.0,95,87.0,,,49.0,91.0,83.0,88.0,,,,,,65,79.0,56.0,90.0,,,,,
20240137,60,76,,67,89,,91.0,44.0,51.0,,61,,,,,,,98.0,,,,,,99,92.0,97.0,,,,60.0,,
20240138,72,49,64.0,56,56,83.0,87.0,52.0,78.0,85.0,46,90.0,70.0,,43.0,85.0,54.0,42.0,,90.0,,,,63,64.0,47.0,43.0,,,,,
20240139,67,58,,40,76,62.0,80.0,,81.0,,60,67.0,83.0,99.0,61.0,91.0,,78.0,63.0,75.0,,,,83,,49.0,,,89.0,,,
20240140,58,90,86.0,61,65,74.0,73.0,100.0,85.0,80.0,45,84.0,100.0,55.0,94.0,75.0,74.0,43.0,,,,,,61,50.0,96.0,62.0,,,,,
20240141,73,59,57.0,81,69,80.0,70.0,55.0,69.0,78.0,89,86.0,89.0,75.0,61.0,47.0,60.0,59.0,,,,,,85,55.0,99.0,70.0,,,,,
20240142,90,66,,61,60,52.0,53.0,66.0,46.0,67.0,62,,94.0,40.0,,,,56.0,,,,,,53,,100.0,,,,43.0,,
20240143,59,57,91.0,84,58,65.0,77.0,91.0,93.0,,81,47.0,82.0,42.0,85.0,83.0,,97.0,,52.0,75.0,,,45,48.0,,,,,62.0,,
20240144,59,98,72.0,43,46,89.0,75.0,56.0,66.0,,83,64.0,100.0,,58.0,,50.0,,56.0,,,,,92,66.0,55.0,,,,,,
20240145,79,55,63.0,47,86,72.0,73.0,70.0,74.0,,85,47.0,96.0,45.0,86.0,78.0,72.0,56.0,99.0,50.0,,,,99,55.0,91.0,96.0,,,80.0,,
20240146,66,56,57.0,56,43,89.0,59.0,76.0,64.0,73.0,81,72.0,96.0,82.0,53.0,83.0,,44.0,85.0,,,,,61,68.0,67.0,,,,,,
20240147,67,53,68.0,69,49,58.0,64.0,87.0,72.0,53.0,74,63.0,66.0,83.0,68.0,77.0,,59.0,,,,,,95,73.0,96.0,,,,,,
20240148,67,80,,62,54,91.0,,47.0,,,74,,84.0,,,,,,,,,,,49,58.0,43.0,97.0,,,,,
20240149,85,94,93.0,96,63,68.0,52.0,88.0,59.0,42.0,96,63.0,99.0,,87.0,,,43.0,,,,,,50,54.0,76.0,,,,,,
20240150,61,92,94.0,87,78,57.0,40.0,93.0,51.0,64.0,53,68.0,81.0,63.0,48.0,95.0,,86.0,,63.0,60.0,,,94,46.0,50.0,51.0,,,,,
20240151,62,43,41.0,82,58,95.0,40.0,83.0,53.0,61.0,85,87.0,92.0,87.0,67.0,92.0,,58.0,,61.0,,,,62,89.0,95.0,,,,,,
20240152,57,78,66.0,50,81,84.0,,,,,86,,42.0,,73.0,60.0,87.0,68.0,64.0,,,,,94,46.0,,43.0,,,,,
20240153,61,73,98.0,53,49,57.0,,,,,92,,50.0,,40.0,77.0,87.0,,,,,,,63,,51.0,,,,,,
20240154,82,83,91.0,54,54,76.0,54.0,52.0,82.0,90.0,75,51.0,87.0,41.0,88.0,64.0,99.0,78.0,,,,,,53,71.0,100.0,94.0,,,,,
20240155,90,100,89.0,42,49,88.0,98.0,54.0,58.0,87.0,43,63.0,59.0,75.0,99.0,,,46.0,,69.0,85.0,,,76,62.0,54.0,40.0,,,,,
20240156,97,61,100.0,79,95,68.0,98.0,59.0,47.0,,43,100.0,47.0,,57.0,,,42.0,45.0,75.0,,70.0,,50,83.0,74.0,,,,,,
20240157,83,92,61.0,87,80,43.0,85.0,43.0,67.0,98.0,66,67.0,85.0,,62.0,,72.0,51.0,82.0,,,,,90,76.0,52.0,92.0,,,,,
20240158,56,71,78.0,100,89,69.0,80.0,49.0,,,53,100.0,74.0,,57.0,,,91.0,,,,,,64,45.0,75.0,,,,,,
20240159,62,72,,59,45,100.0,99.0,,,,91,51.0,,,86.0,54.0,,64.0,,,,,,89,87.0,,,,,,,
20240160,79,42,,74,65,48.0,49.0,,64.0,54.0,76,94.0,,,52.0,61.0,,,,81.0,,,,68,58.0,,,,,,,
20240161,64,81,91.0,61,93,63.0,74.0,64.0,46.0,67.0,52,54.0,42.0,70.0,94.0,100.0,,76.0,,42.0,76.0,,,85,44.0,76.0,,,,,64.0,
20240162,44,46,46.0,87,69,88.0,43.0,54.0,68.0,79.0,55,72.0,51.0,71.0,50.0,,,86.0,,59.0,,,,76,89.0,57.0,92.0,,48.0,50.0,,
20240163,46,90,100.0,87,57,51.0,71.0,98.0,92.0,61.0,64,93.0,59.0,89.0,59.0,73.0,78.0,62.0,98.0,,,,,71,78.0,88.0,68.0,,,,,
20240164,62,84,86.0,72,55,94.0,69.0,88.0,65.0,73.0,51,,55.0,72.0,41.0,,,80.0,,69.0,,43.0,,62,71.0,49.0,55.0,,,,,
20240165,49,100,,59,73,82.0,,,59.0,42.0,62,,85.0,57.0,46.0,87.0,,,,,,,,45,,75.0,,,,,,
20240166,73,66,,93,97,88.0,49.0,72.0,,,55,,63.0,,,,,,,54.0,59.0,,,65,,68.0,,,,51.0,,
20240167,44,66,94.0,93,93,64.0,49.0,66.0,85.0,85.0,68,74.0,77.0,86.0,59.0,,,99.0,98.0,81.0,,,,58,62.0,88.0,,,,,,
20240168,69,63,85.0,86,41,96.0,,,,,84,,64.0,73.0,65.0,,79.0,87.0,50.0,,,,,77,45.0,,,,,,,
20240169,95,87,53.0,42,91,,65.0,,47.0,,81,40.0,,,49.0,67.0,,99.0,73.0,59.0,,,,50,51.0,56.0,,,100.0,,68.0,
20240170,75,43,91.0,78,52,93.0,95.0,82.0,,,83,,87.0,,,,,,,97.0,,,,77,,43.0,,,,81.0,,
20240171,90,50,73.0,73,61,73.0,60.0,,46.0,67.0,56,92.0,67.0,,,,,67.0,,,,,,53,62.0,73.0,,,,,,
20240172,62,75,,47,97,66.0,87.0,74.0,,,44,90.0,54.0,,99.0,,,48.0,,40.0,,,,45,48.0,,52.0,,43.0,,78.0,75.0
20240173,98,80,,48,70,,,61.0,88.0,53.0,47,78.0,,,41.0,,,87.0,,,,,,64,,,,,,82.0,,
20240174,70,87,64.0,95,96,50.0,40.0,74.0,59.0,,40,92.0,68.0,,44.0,79.0,,76.0,,,,,,89,96.0,82.0,,,,92.0,,
20240175,85,54,,62,58,74.0,45.0,98.0,59.0,,63,,73.0,,75.0,65.0,,96.0,46.0,46.0,,,,62,75.0,52.0,,,,98.0,,
20240176,45,70,49.0,57,66,,54.0,46.0,,,50,47.0,98.0,,,,,98.0,,,,,,84,99.0,,,,,,,
20240177,41,70,,67,79,53.0,56.0,45.0,,,72,,,,53.0,,,42.0,,,,,,86,,72.0,,,,,,
20240178,67,82,,47,85,54.0,99.0,91.0,54.0,,79,56.0,74.0,,83.0,,,63.0,,89.0,,,,55,,94.0,,,,,,
20240179,55,46,60.0,80,52,,87.0,85.0,57.0,,88,80.0,,,,,,43.0,,57.0,,,,47,77.0,50.0,59.0,,,,,
20240180,87,73,91.0,62,88,41.0,80.0,60.0,72.0,,84,96.0,41.0,,89.0,,84.0,67.0,56.0,,,,,63,45.0,82.0,60.0,,,,,
20240181,50,97,95.0,100,59,67.0,44.0,49.0,66.0,,92,53.0,77.0,,50.0,,,59.0,,68.0,,,,89,97.0,83.0,61.0,,,49.0,,
20240182,81,92,70.0,57,62,57.0,61.0,,,,84,87.0,96.0,,62.0,,,89.0,,,,,,86,97.0,,,,,,,
20240183,46,99,74.0,40,98,,88.0,73.0,42.0,79.0,54,,82.0,,70.0,82.0,,52.0,,85.0,,,,97,48.0,62.0,68.0,,,,,
20240184,83,68,64.0,62,96,87.0,81.0,40.0,79.0,,88,84.0,93.0,,79.0,,,,,47.0,,,,88,56.0,73.0,,,,80.0,,
20240185,49,47,75.0,40,72,,,,78.0,88.0,67,73.0,,,97.0,,,52.0,,,,,,52,62.0,,89.0,,,,,
20240186,51,98,,53,82,54.0,64.0,,77.0,92.0,56,,70.0,45.0,,,,,,,,,,80,,98.0,,,,,,
20240187,47,46,53.0,87,68,70.0,58.0,57.0,59.0,,95,64.0,44.0,89.0,67.0,,,54.0,,,,,,45,64.0,47.0,90.0,,,80.0,,
20240188,94,49,58.0,96,84,85.0,93.0,41.0,79.0,100.0,92,78.0,61.0,,,,,57.0,,68.0,,,,92,54.0,87.0,,,,43.0,,
20240189,72,88,92.0,76,92,65.0,,,53.0,89.0,82,59.0,64.0,,,,,,,,,,,76,55.0,45.0,,,,,,
20240190,74,54,40.0,93,95,85.0,45.0,94.0,71.0,66.0,65,62.0,61.0,52.0,53.0,86.0,43.0,78.0,97.0,,,,,40,89.0,41.0,,,,,,
20240191,78,84,60.0,61,56,100.0,70.0,66.0,,,97,,,,47.0,,89.0,95.0,98.0,,,,,59,49.0,,,,,97.0,,
20240192,68,75,100.0,40,51,82.0,82.0,,44.0,66.0,48,91.0,84.0,75.0,67.0,,,86.0,,67.0,74.0,90.0,,88,57.0,74.0,55.0,,,,,
20240193,41,41,99.0,69,73,45.0,81.0,96.0,65.0,,70,52.0,65.0,,52.0,84.0,70.0,44.0,69.0,47.0,,,,88,78.0,,,,,65.0,,
20240194,61,44,84.0,59,73,46.0,86.0,49.0,77.0,61.0,78,76.0,67.0,,53.0,,,68.0,,,,,,44,75.0,93.0,69.0,,,,,
20240195,67,94,57.0,67,49,95.0,95.0,49.0,65.0,,79,95.0,56.0,44.0,69.0,,,70.0,77.0,82.0,,,,88,47.0,41.0,,,86.0,41.0,43.0,
20240196,86,46,88.0,99,92,58.0,,,,,54,73.0,,,,,,86.0,,,,,,45,76.0,59.0,,,,,,
20240197,99,79,73.0,69,47,71.0,40.0,64.0,62.0,,89,52.0,57.0,,83.0,,,83.0,50.0,,,,,48,46.0,77.0,67.0,,,,,
20240198,93,89,74.0,57,67,,,,92.0,,41,,,,76.0,40.0,,46.0,,,,,,89,61.0,,,,,,,
20240199,95,50,,43,47,72.0,48.0,81.0,,,72,51.0,68.0,,70.0,63.0,58.0,56.0,,95.0,,,,55,72.0,98.0,,,,,96.0,
20240200,70,53,72.0,90,89,44.0,97.0,60.0,87.0,,71,,,,58.0,,48.0,71.0,,97.0,,,,57,54.0,99.0,,,41.0,48.0,,
20240201,97,71,,95,82,61.0,51.0,,72.0,,47,,,,,,,,,91.0,,,,72,,60.0,,,,,86.0,
20240202,93,99,73.0,56,59,42.0,81.0,100.0,82.0,72.0,51,45.0,93.0,60.0,78.0,51.0,95.0,60.0,49.0,,,,,41,48.0,54.0,,,,,,
20240203,81,57,,49,94,78.0,,87.0,59.0,,71,,90.0,,88.0,,,96.0,98.0,,,,,79,65.0,,61.0,,,,,
20240204,64,69,58.0,74,68,54.0,94.0,,,,77,87.0,91.0,79.0,49.0,,,48.0,,98.0,,,,62,87.0,49.0,,,,,,
20240205,58,83,67.0,87,66,58.0,99.0,78.0,68.0,,70,65.0,49.0,,46.0,,,46.0,,,,,,68,96.0,,,,,,,
20240206,78,90,68.0,60,76,,75.0,75.0,81.0,95.0,91,82.0,76.0,,64.0,43.0,61.0,67.0,69.0,93.0,,,,88,,63.0,,,,,,
20240207,42,48,52.0,40,74,86.0,,,57.0,70.0,73,54.0,66.0,49.0,42.0,66.0,,89.0,,,,,,88,82.0,88.0,64.0,,,,,
20240208,48,77,97.0,88,98,52.0,87.0,53.0,100.0,,92,44.0,48.0,47.0,88.0,61.0,77.0,97.0,63.0,54.0,,,,71,86.0,62.0,,,,76.0,,
20240209,55,43,81.0,56,42,55.0,77.0,84.0,84.0,91.0,48,50.0,74.0,90.0,97.0,,50.0,50.0,69.0,74.0,41.0,83.0,,75,78.0,91.0,,,44.0,,,
20240210,90,73,,66,45,80.0,42.0,,78.0,,60,,93.0,,71.0,,,91.0,,74.0,,,,86,,40.0,,,,,,
20240211,55,54,98.0,76,73,89.0,,44.0,55.0,,74,73.0,84.0,,,,,,,,,,,81,,86.0,,,,,,
20240212,89,67,72.0,93,98,,,41.0,61.0,,67,55.0,,,,,,90.0,,,,,,96,98.0,54.0,,,,,,
20240213,66,42,55.0,40,51,84.0,42.0,63.0,90.0,,86,86.0,,,80.0,,,,,,,,,41,90.0,48.0,,,,,,
20240214,87,95,44.0,74,76,,81.0,60.0,64.0,,94,54.0,67.0,,79.0,,,,46.0,,,,,53,,,,,,67.0,,
20240215,94,88,86.0,41,55,53.0,50.0,65.0,43.0,89.0,87,46.0,96.0,90.0,92.0,91.0,,62.0,88.0,,,,,100,64.0,45.0,,,,,,
20240216,100,82,45.0,77,50,,45.0,76.0,58.0,,99,73.0,47.0,,51.0,,,83.0,,,,,,75,56.0,96.0,79.0,,,78.0,,
20240217,92,40,86.0,41,100,74.0,87.0,89.0,55.0,80.0,64,66.0,46.0,,49.0,81.0,81.0,57.0,,,,,,80,89.0,66.0,99.0,,,,,
20240218,89,87,60.0,76,98,75.0,100.0,79.0,90.0,,77,93.0,60.0,51.0,40.0,55.0,47.0,83.0,,,,,,42,95.0,71.0,,,,,,
20240219,71,41,49.0,48,61,64.0,51.0,58.0,46.0,,72,100.0,42.0,70.0,90.0,,,57.0,,,,,,86,62.0,97.0,85.0,,,,,
20240220,65,47,46.0,68,95,52.0,61.0,55.0,49.0,40.0,98,44.0,62.0,43.0,55.0,93.0,,43.0,,93.0,69.0,,,90,52.0,67.0,74.0,,91.0,,47.0,
20240221,73,65,92.0,56,85,57.0,87.0,69.0,82.0,73.0,81,99.0,79.0,46.0,61.0,68.0,69.0,65.0,85.0,69.0,,,,64,45.0,42.0,,,,,,
20240222,66,81,100.0,88,75,45.0,64.0,60.0,47.0,76.0,57,81.0,,,91.0,,,,,75.0,40.0,,,75,87.0,51.0,95.0,,,,,
20240223,52,79,92.0,86,99,74.0,88.0,88.0,89.0,,72,,55.0,,,,,,,,,,,63,73.0,90.0,,,,41.0,,
20240224,96,66,47.0,40,58,,82.0,63.0,76.0,56.0,56,95.0,50.0,,46.0,,,42.0,,53.0,,,,64,100.0,87.0,,,,76.0,,
20240225,74,97,100.0,46,93,,87.0,48.0,,,97,,,,79.0,,,67.0,,97.0,,,,99,78.0,56.0,,,,,,
20240226,88,70,,75,71,41.0,95.0,59.0,86.0,,73,74.0,75.0,45.0,79.0,54.0,77.0,89.0,,,,,,58,51.0,71.0,91.0,,,52.0,,
20240227,100,55,40.0,61,42,99.0,69.0,77.0,71.0,53.0,78,100.0,92.0,96.0,55.0,,,79.0,,,,,,88,49.0,87.0,82.0,,,,,
20240228,60,50,84.0,44,69,59.0,50.0,55.0,53.0,85.0,77,92.0,68.0,71.0,89.0,47.0,78.0,76.0,,,,,,89,91.0,87.0,,,,,,
20240229,95,85,77.0,95,50,,86.0,68.0,54.0,,98,72.0,84.0,,,,,94.0,,62.0,,,,60,43.0,74.0,93.0,,81.0,48.0,96.0,
20240230,81,65,41.0,45,63,70.0,,75.0,88.0,,59,99.0,81.0,84.0,70.0,,,42.0,100.0,,,,,99,88.0,60.0,,,,56.0,,
20240231,40,50,92.0,97,43,98.0,71.0,71.0,96.0,41.0,41,58.0,85.0,,61.0,,,92.0,,,,,,81,84.0,85.0,75.0,,,91.0,,
20240232,51,83,49.0,79,48,76.0,81.0,73.0,48.0,57.0,78,40.0,97.0,66.0,64.0,89.0,65.0,95.0,94.0,,,,,83,85.0,80.0,,,,,,
20240233,52,55,74.0,72,90,,40.0,55.0,,,90,,,,88.0,57.0,,41.0,,,,,,73,77.0,71.0,,,,,,
20240234,62,56,44.0,95,56,66.0,,48.0,93.0,,72,86.0,49.0,45.0,79.0,,,55.0,,,,,,69,58.0,50.0,,,,,,
20240235,100,80,99.0,41,57,84.0,86.0,54.0,89.0,70.0,63,80.0,73.0,90.0,83.0,100.0,83.0,72.0,,49.0,97.0,,,61,60.0,80.0,79.0,,,,44.0,
20240236,60,76,44.0,75,61,89.0,83.0,,87.0,,79,,61.0,,46.0,,92.0,47.0,,,,,,65,,,,,,,,
20240237,76,68,57.0,65,78,,52.0,85.0,64.0,,82,58.0,48.0,,57.0,,,,53.0,55.0,,,,46,84.0,55.0,,,75.0,64.0,,
20240238,86,70,89.0,40,61,51.0,51.0,55.0,,,65,56.0,,,68.0,79.0,48.0,64.0,,83.0,74.0,,,42,,62.0,,,,72.0,,
20240239,60,66,97.0,89,55,43.0,70.0,87.0,50.0,94.0,49,51.0,74.0,,81.0,41.0,60.0,84.0,79.0,,,,,40,89.0,91.0,45.0,,,,,
20240240,40,90,63.0,98,51,49.0,54.0,49.0,53.0,,74,44.0,67.0,,61.0,45.0,99.0,88.0,59.0,,,,,93,54.0,99.0,62.0,,,56.0,,
20240241,48,98,59.0,56,94,73.0,,,83.0,83.0,68,67.0,60.0,,,,,60.0,,,,,,61,63.0,,,,,,,
20240242,60,59,95.0,94,84,,,,50.0,,95,71.0,81.0,,46.0,40.0,,,,,,,,53,57.0,56.0,50.0,,,,,
20240243,79,83,77.0,97,93,80.0,69.0,100.0,59.0,,42,47.0,,,54.0,,59.0,57.0,,69.0,,,,72,87.0,74.0,59.0,,,51.0,,
